Category,Message
ham,Final project presentation is tomorrow
ham,Let's catch up over lunch
spam,"Exclusive deal, click the link now!"
ham,Don't forget the meeting at 2
spam,"Exclusive deal, click the link now!"
ham,Don't forget the meeting at 2
ham,Final project presentation is tomorrow
spam,Win a FREE prize now!
ham,The assignment is due by midnight
ham,See you in class at 10
spam,You have been selected for a cash reward
ham,Final project presentation is tomorrow
spam,"Limited offer just for you, claim now!"
spam,"Limited offer just for you, claim now!"
spam,You have been selected for a cash reward
ham,Meeting at 3pm today in room 204
ham,Meeting at 3pm today in room 204
spam,Get your FREE trial today
spam,Get your FREE trial today
spam,Get your FREE trial today
ham,Don't forget the meeting at 2
spam,Get your FREE trial today
ham,See you in class at 10
ham,Final project presentation is tomorrow
spam,Get your FREE trial today
ham,Meeting at 3pm today in room 204
spam,Free entry in a lucky draw!
spam,You have been selected for a cash reward
spam,Claim your voucher now before it expires
ham,Can we reschedule our discussion?
ham,Bring your notes for the tutorial
ham,Don't forget the meeting at 2
ham,Let's catch up over lunch
ham,Can we reschedule our discussion?
ham,See you in class at 10
ham,Are you coming to the event tomorrow?
ham,Bring your notes for the tutorial
spam,Get your FREE trial today
ham,Let's catch up over lunch
ham,Can we reschedule our discussion?
ham,Bring your notes for the tutorial
spam,Claim your voucher now before it expires
ham,See you in class at 10
ham,Final project presentation is tomorrow
ham,Final project presentation is tomorrow
ham,Let's catch up over lunch
spam,Claim your voucher now before it expires
spam,Win a FREE prize now!
spam,Free entry in a lucky draw!
spam,You have been selected for a cash reward
ham,Final project presentation is tomorrow
ham,See you in class at 10
spam,Congratulations! You have won a lottery!
spam,You have been selected for a cash reward
spam,"Exclusive deal, click the link now!"
ham,Let's catch up over lunch
spam,Claim your voucher now before it expires
ham,The assignment is due by midnight
spam,Win a FREE prize now!
spam,Buy 1 get 1 FREE! Hurry up!
ham,Don't forget the meeting at 2
spam,Congratulations! You have won a lottery!
spam,Free entry in a lucky draw!
ham,Are you coming to the event tomorrow?
ham,See you in class at 10
spam,Buy 1 get 1 FREE! Hurry up!
ham,See you in class at 10
spam,Win a FREE prize now!
spam,Claim your voucher now before it expires
spam,Claim your voucher now before it expires
spam,Win a FREE prize now!
spam,You have been selected for a cash reward
spam,Free entry in a lucky draw!
spam,Win a FREE prize now!
ham,See you in class at 10
ham,Don't forget the meeting at 2
ham,Final project presentation is tomorrow
ham,Final project presentation is tomorrow
spam,Get your FREE trial today
ham,The assignment is due by midnight
ham,Are you coming to the event tomorrow?
ham,Can we reschedule our discussion?
ham,See you in class at 10
spam,You have been selected for a cash reward
spam,Buy 1 get 1 FREE! Hurry up!
spam,"Limited offer just for you, claim now!"
ham,The assignment is due by midnight
spam,You have been selected for a cash reward
spam,"Exclusive deal, click the link now!"
ham,See you in class at 10
ham,The assignment is due by midnight
ham,Can we reschedule our discussion?
spam,Get your FREE trial today
spam,Get your FREE trial today
ham,Bring your notes for the tutorial
spam,Claim your voucher now before it expires
ham,Let's catch up over lunch
spam,Claim your voucher now before it expires
spam,Win a FREE prize now!
spam,Congratulations! You have won a lottery!
ham,Don't forget the meeting at 2
ham,Can we reschedule our discussion?
ham,Are you coming to the event tomorrow?
spam,"Exclusive deal, click the link now!"
spam,Buy 1 get 1 FREE! Hurry up!
ham,Final project presentation is tomorrow
spam,Buy 1 get 1 FREE! Hurry up!
ham,Bring your notes for the tutorial
spam,Buy 1 get 1 FREE! Hurry up!
spam,Win a FREE prize now!
ham,Meeting at 3pm today in room 204
ham,Bring your notes for the tutorial
ham,Final project presentation is tomorrow
spam,"Limited offer just for you, claim now!"
ham,Final project presentation is tomorrow
spam,Congratulations! You have won a lottery!
ham,Don't forget the meeting at 2
spam,Free entry in a lucky draw!
ham,See you in class at 10
spam,Win a FREE prize now!
ham,Final project presentation is tomorrow
ham,Don't forget the meeting at 2
ham,Bring your notes for the tutorial
spam,Claim your voucher now before it expires
ham,Don't forget the meeting at 2
ham,Don't forget the meeting at 2
ham,Bring your notes for the tutorial
ham,Are you coming to the event tomorrow?
spam,"Limited offer just for you, claim now!"
ham,Can we reschedule our discussion?
spam,You have been selected for a cash reward
ham,Final project presentation is tomorrow
ham,The assignment is due by midnight
ham,Let's catch up over lunch
spam,Congratulations! You have won a lottery!
spam,Free entry in a lucky draw!
spam,Get your FREE trial today
spam,Get your FREE trial today
spam,Get your FREE trial today
spam,Win a FREE prize now!
spam,"Limited offer just for you, claim now!"
spam,"Exclusive deal, click the link now!"
ham,Final project presentation is tomorrow
spam,"Exclusive deal, click the link now!"
ham,Meeting at 3pm today in room 204
spam,"Limited offer just for you, claim now!"
ham,The assignment is due by midnight
ham,Can we reschedule our discussion?
spam,Get your FREE trial today
ham,Bring your notes for the tutorial
spam,"Limited offer just for you, claim now!"
ham,Bring your notes for the tutorial
ham,Meeting at 3pm today in room 204
ham,Don't forget the meeting at 2
ham,Final project presentation is tomorrow
spam,Buy 1 get 1 FREE! Hurry up!
spam,"Exclusive deal, click the link now!"
spam,Win a FREE prize now!
ham,Let's catch up over lunch
spam,Buy 1 get 1 FREE! Hurry up!
spam,Claim your voucher now before it expires
ham,Can we reschedule our discussion?
ham,Final project presentation is tomorrow
ham,Bring your notes for the tutorial
ham,Don't forget the meeting at 2
spam,"Limited offer just for you, claim now!"
spam,You have been selected for a cash reward
ham,See you in class at 10
spam,"Exclusive deal, click the link now!"
ham,Meeting at 3pm today in room 204
spam,You have been selected for a cash reward
spam,Buy 1 get 1 FREE! Hurry up!
spam,Buy 1 get 1 FREE! Hurry up!
spam,Free entry in a lucky draw!
ham,Meeting at 3pm today in room 204
ham,Final project presentation is tomorrow
spam,"Limited offer just for you, claim now!"
ham,Meeting at 3pm today in room 204
spam,"Limited offer just for you, claim now!"
spam,"Exclusive deal, click the link now!"
ham,Bring your notes for the tutorial
spam,Win a FREE prize now!
spam,Get your FREE trial today
spam,Congratulations! You have won a lottery!
ham,Final project presentation is tomorrow
spam,Claim your voucher now before it expires
ham,See you in class at 10
spam,Free entry in a lucky draw!
ham,Final project presentation is tomorrow
spam,"Limited offer just for you, claim now!"
spam,Win a FREE prize now!
ham,Are you coming to the event tomorrow?
spam,Free entry in a lucky draw!
ham,See you in class at 10
spam,Free entry in a lucky draw!
spam,Buy 1 get 1 FREE! Hurry up!
spam,Free entry in a lucky draw!
ham,Let's catch up over lunch
ham,The assignment is due by midnight
ham,Are you coming to the event tomorrow?
spam,Congratulations! You have won a lottery!
ham,Bring your notes for the tutorial
spam,Congratulations! You have won a lottery!
spam,"Limited offer just for you, claim now!"
spam,Congratulations! You have won a lottery!
spam,Win a FREE prize now!
spam,Win a FREE prize now!
spam,"Limited offer just for you, claim now!"
ham,Meeting at 3pm today in room 204
ham,Are you coming to the event tomorrow?
spam,Buy 1 get 1 FREE! Hurry up!
spam,You have been selected for a cash reward
ham,Are you coming to the event tomorrow?
ham,See you in class at 10
ham,Meeting at 3pm today in room 204
ham,Don't forget the meeting at 2
ham,Let's catch up over lunch
spam,"Exclusive deal, click the link now!"
ham,Meeting at 3pm today in room 204
spam,Buy 1 get 1 FREE! Hurry up!
spam,Get your FREE trial today
spam,"Exclusive deal, click the link now!"
ham,See you in class at 10
ham,Let's catch up over lunch
ham,Bring your notes for the tutorial
spam,"Limited offer just for you, claim now!"
spam,You have been selected for a cash reward
spam,Free entry in a lucky draw!
spam,Claim your voucher now before it expires
spam,Buy 1 get 1 FREE! Hurry up!
ham,See you in class at 10
spam,Buy 1 get 1 FREE! Hurry up!
ham,Can we reschedule our discussion?
spam,"Exclusive deal, click the link now!"
ham,Don't forget the meeting at 2
spam,"Limited offer just for you, claim now!"
ham,Let's catch up over lunch
ham,The assignment is due by midnight
spam,Buy 1 get 1 FREE! Hurry up!
ham,Don't forget the meeting at 2
spam,You have been selected for a cash reward
spam,Congratulations! You have won a lottery!
spam,Buy 1 get 1 FREE! Hurry up!
ham,Meeting at 3pm today in room 204
spam,You have been selected for a cash reward
ham,Final project presentation is tomorrow
spam,Claim your voucher now before it expires
ham,Final project presentation is tomorrow
spam,"Limited offer just for you, claim now!"
spam,Congratulations! You have won a lottery!
ham,Final project presentation is tomorrow
ham,See you in class at 10
spam,Congratulations! You have won a lottery!
spam,You have been selected for a cash reward
spam,"Limited offer just for you, claim now!"
ham,Final project presentation is tomorrow
spam,Get your FREE trial today
spam,Congratulations! You have won a lottery!
spam,Win a FREE prize now!
ham,The assignment is due by midnight
ham,Bring your notes for the tutorial
ham,Can we reschedule our discussion?
ham,Don't forget the meeting at 2
ham,See you in class at 10
spam,Buy 1 get 1 FREE! Hurry up!
ham,Can we reschedule our discussion?
spam,"Limited offer just for you, claim now!"
ham,The assignment is due by midnight
spam,"Exclusive deal, click the link now!"
spam,"Limited offer just for you, claim now!"
ham,Don't forget the meeting at 2
spam,Win a FREE prize now!
ham,Are you coming to the event tomorrow?
spam,Claim your voucher now before it expires
spam,Free entry in a lucky draw!
spam,You have been selected for a cash reward
spam,Congratulations! You have won a lottery!
spam,Free entry in a lucky draw!
spam,Win a FREE prize now!
ham,Final project presentation is tomorrow
spam,Win a FREE prize now!
ham,Can we reschedule our discussion?
spam,Buy 1 get 1 FREE! Hurry up!
ham,Final project presentation is tomorrow
ham,Bring your notes for the tutorial
ham,Don't forget the meeting at 2
ham,Meeting at 3pm today in room 204
spam,"Exclusive deal, click the link now!"
ham,Can we reschedule our discussion?
ham,Are you coming to the event tomorrow?
ham,Are you coming to the event tomorrow?
ham,Final project presentation is tomorrow
ham,Can we reschedule our discussion?
ham,Are you coming to the event tomorrow?
ham,Meeting at 3pm today in room 204
ham,Don't forget the meeting at 2
ham,Final project presentation is tomorrow
ham,Don't forget the meeting at 2
ham,Can we reschedule our discussion?
spam,"Exclusive deal, click the link now!"
